OBJECTID,PARK_NUMBER,PARK_NAME,SAP_EQUIPMENT,SAP_FUNCTIONAL_LOCATION,ITEM_TYPE,ITEM_DESCRIPTION,X,Y
1733,D0249,MT COOT-THA RESERVE,200479124,B-RE-1901-N012,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,152.969726943,-27.467871477
1734,D0194,CORBIE STREET PARK,200504785,B-RE-1956-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.999932839,-27.439258982
1735,D0305,SHERWOOD ARBORETUM,200488601,B-RE-2018-N014,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.973683261,-27.532811099
1736,D0118,MAJESTIC PARK,200487097,B-RE-1718-N005,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & MAINTENANCE TAP",153.067580888,-27.50885385
1737,D0564,C.J.GREENFIELD COMPLEX PARK,100265870,B-RE-1628-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.967232745,-27.578582351
1738,D0580,D.J.SHERRINGTON PARK,200488362,B-RE-1694-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.985582078,-27.5970564839999
1739,D1894,PLATYPUS PARK,200504506,B-RE-0602-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.817970698,-27.524147017
1740,D0597,PRESTON ROAD PARK,200486981,B-RE-1530-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.119330923,-27.493698912
1741,D0040,KIANAWAH PARK,200480536,B-RE-1785-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.126030421,-27.4753981429999
1742,D0707,TAYLOR BRIDGE RESERVE,200479116,B-RE-1656-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.972836345,-27.506170239
1743,D0334,JINDALEE PARK,200488734,B-RE-1923-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.937130898,-27.5298699599999
1744,D0305,SHERWOOD ARBORETUM,200510666,B-RE-2018-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.977377373,-27.5324731609999
1745,D1333,HENRY CLARKSON PARK,200510802,B-RE-2296-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.945889684,-27.5170705859999
1746,D0027,QUINN'S STREET PARK,100262938,B-RE-1795-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH BOWL,153.070885207,-27.4579621629999
1747,D0027,QUINN'S STREET PARK,100262933,B-RE-1795-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH BOWL,153.07080493,-27.458046763
1748,D0208,TERALBA PARK,200543418,B-RE-1716-N003,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,152.980519647,-27.4030706409999
1749,D0732,THYNNE ROAD PARK,200478768,B-RE-1582-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.070217804,-27.4692064569999
1750,D1137,NORTHEY STREET PARK,200552861,B-RE-2133-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.026703888,-27.443463439
1751,D0449,BOYD PARK,200552415,B-RE-1397-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.056086016,-27.4008095619999
1752,D0647,MT COOT-THA BOTANIC GARDEN,200548637,B-RE-1597-N018,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.972292336,-27.4793030449999
1753,D0230,BRADBURY PARK,200547258,B-RE-2002-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.027631973,-27.3944233669999
1754,D0227,MARCHANT PARK,200545035,B-RE-1761-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.029951229,-27.37696285
1755,D0245,SHAW ESTATE PARK,200546242,B-RE-1987-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.041161904,-27.4034925779999
1756,D0230,BRADBURY PARK,200547294,B-RE-2002-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.027364089,-27.396926118
1757,D0346,ORLEIGH PARK,200470591,B-RE-1908-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.000202851,-27.4898285799999
1758,D0240,DONNA PHILP PARK,200517022,B-RE-1992-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.065220916,-27.352896318
1759,D1119,PIONEER CRESCENT PARK,200480510,B-RE-2561-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.872250413,-27.561075764
1760,D0249,MT COOT-THA RESERVE,100264415,B-RE-1901-N023,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN 2 TAPS & DOG BOWL,152.970395372,-27.472471878
1761,D0249,MT COOT-THA RESERVE,100264416,B-RE-1901-N023,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN 2 TAPS & DOG BOWL,152.969870411,-27.472702569
1762,D0415,JACK COOK MEMORIAL PARK,200486800,B-RE-1515-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.991751456,-27.493267708
1763,D0363,THE COMMON PARK,100272653,B-RE-1479-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.051447118,-27.4889285899999
1764,D0378,FEHLBERG PARK,200477242,B-RE-1464-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.019209736,-27.5111623669999
1765,D0373,JOHN WALKER PLACE,200558937,B-RE-1469-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.018078609,-27.5054005699999
1766,D0009,GIRAWEEN PARK,200557240,B-RE-0021-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.988018342,-27.521930214
1767,D0545,TOOHEY FOREST PARK,200482712,B-RE-1416-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.035268347,-27.540792019
1768,D0289,HUTCHISON PARK,200474220,B-RE-1864-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.080713284,-27.3258592839999
1769,D0346,ORLEIGH PARK,100273117,B-RE-1908-N016,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & DOG BOWL,152.996879094,-27.489056859
1770,D2243,FITZGIBBON BUSHLANDS,100274185,B-RE-2850-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.026603286,-27.336554924
1771,D0249,MT COOT-THA RESERVE,200542872,B-RE-1901-N008,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,152.958107424,-27.4669964779999
1772,D0249,MT COOT-THA RESERVE,200542879,B-RE-1901-N008,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN TAP & DOG BOWL,152.957379813,-27.46734592
1773,D0249,MT COOT-THA RESERVE,200536469,B-RE-1901-N031,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN 2 TAPS & DOG BOWL,152.968060672,-27.4729989149999
1774,D1158,MULBEAM PARK,200517331,B-RE-2069-N003,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.053136537,-27.3519085619999
1775,D2015,ROXWELL STREET PARK,200487334,B-RE-0120-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.945902976,-27.624201457
1776,D0653,MT OMMANEY BUSHLAND RESERVE,200565948,B-RE-1679-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.925973,-27.5434382839999
1777,D0326,SHAFIK TORBEY PARK,200500484,B-RE-1930-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.955607004,-27.56948833
1778,D1354,SELKIRK CRESCENT PARK,200548993,B-RE-2233-N001,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.91771309,-27.4102487439999
1779,D0597,PRESTON ROAD PARK,200549246,B-RE-1530-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.116508847,-27.490121366
1780,D1353,BEAUDESERT ROAD PARK,200533488,B-RE-2234-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.045689868,-27.628859742
1781,D0586,HOCK DAVIS PARK,200532976,B-RE-1689-N002,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,152.964890307,-27.594446359
1782,D0023,ROBINSON PARK (FAIRFIELD),200474993,B-RE-1799-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.024198123,-27.508189655
1783,D0684,FLOCKTON STREET PARK,200544130,B-RE-1554-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.001597206,-27.395815414
1784,D0183,FLETCHER PARADE PARK (NOS.161-231),200519468,B-RE-1966-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.980974923,-27.451513666
1785,D0241,VICTOR GRENNING PARK,200517452,B-RE-1991-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.043272108,-27.355917011
1786,D1247,KARAWATHA FOREST PARK,200569996,B-RE-2072-N015,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.095533675,-27.63377607
1787,D0249,MT COOT-THA RESERVE,200536586,B-RE-1901-N035,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.962885311,-27.479170449
1788,D0660,CANTERBURY PARK,200481500,B-RE-1674-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.008842953,-27.306112073
1789,D0432,ABBEVILLE STREET PARK,200480507,B-RE-1500-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER TAP & DOG BOWL,153.08965783,-27.544691084
1790,D2203,ROTARY PARK,100266411,B-RE-2765-N002,BUBBLER/DRINKING FOUNTAIN,TAP & BUBBLER,152.986215886,-27.631999231
1791,D1790,LUXWORTH PLACE (ROAD RESERVE),200479144,B-RE-0552-N001,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.024018946,-27.5319826309999
1792,D0186,ASHGROVE SPORTSGROUND PARK,200511060,B-RE-1963-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.974709238,-27.440679846
1793,D2050,MOSS ROAD (NO 42),100262924,B-RE-0041-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH BOWL,153.162443786,-27.481005309
1794,D0353,TRIBUNE STREET PARK,200472828,B-RE-1696-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS,153.021159076,-27.4822409609999
1795,D0471,TOOWONG MEMORIAL PARK,200559241,B-RE-1370-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.993928891,-27.48124902
1796,D0276,SANDGATE FORESHORES PARK,200500827,B-RE-1875-N007,BUBBLER/DRINKING FOUNTAIN,FLIPPER SPECIAL FOR POROJECT - BASIN &,153.069478825,-27.3141007569999
1797,D0434,BROADWATER PICNIC GROUND PARK,200505217,B-RE-1499-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.1112203,-27.544313882
1798,D2103,BRYDON STREET PARK,200504352,B-RE-0080-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.016169339,-27.488595103
1799,D0259,BIAMI YUMBA PARK,200504581,B-RE-1891-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.967985461,-27.541040842
1800,D0500,EMERSON PARK,200485850,B-RE-1435-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.01784304,-27.4187560779999
1801,D0663,BOOKER PLACE PARK,200487048,B-RE-1671-N014,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.893875479,-27.562869775
1802,D0824,GRACEVILLE RIVERSIDE PARKLANDS,200480723,B-RE-2399-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.992722996,-27.523423371
1803,D0685,WALLY TATE PARK,200480349,B-RE-1553-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.092528087,-27.6042694719999
1804,D0723,CARINDALE RECREATION RESERVE,200481711,B-RE-1590-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.108999244,-27.497266834
1805,D0044,JOYCE WHITE PARK,200478745,B-RE-1782-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.070597778,-27.4676041229999
1806,D0208,TERALBA PARK,200485583,B-RE-1716-N012,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.983009336,-27.408120223
1807,D1430,GREEN HILL RESERVOIR PARK,200480368,B-RE-2245-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.959652786,-27.49657761
1808,D0366,MOWBRAY PARK,200485152,B-RE-1476-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.044482934,-27.478297448
1809,D0371,PRINCESS STREET PARK (NOS.5-21),200478682,B-RE-1471-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.02310065,-27.5009627269999
1810,D0819,VOGLER PARK,200478628,B-RE-2486-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.051769692,-27.6062552839999
1811,D1286,MONASH ROAD PARK (ROAD RESERVE),200480051,B-RE-2093-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.057010529,-27.5343312589999
1812,D0253,CUBBERLA CREEK RESERVE,200518608,B-RE-1897-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.95387302,-27.515582713
1813,D0597,PRESTON ROAD PARK,200557882,B-RE-1530-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.117133731,-27.4919222729999
1814,D0597,PRESTON ROAD PARK,200557881,B-RE-1530-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.1172063,-27.491238664
1815,D0340,JAMBOREE PARK,200555455,B-RE-1918-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.933075838,-27.558545223
1816,D1961,BUCKINGHAM PLACE PARK,200554625,B-RE-0122-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.096605609,-27.575136578
1817,D0109,WEMBLEY PARK,200513876,B-RE-1726-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.060789902,-27.489431015
1818,D0249,MT COOT-THA RESERVE,200536552,B-RE-1901-N035,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.96340278,-27.476984365
1819,D1089,ARBOR STREET PARK,200503687,B-RE-2542-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.939315392,-27.405476006
1820,D0856,SURBITON COURT PARK,200505201,B-RE-2413-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.105158245,-27.505393462
1821,D0305,SHERWOOD ARBORETUM,200470447,B-RE-2018-N013,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.973756662,-27.529257889
1822,D0281,SANDGATE THIRD LAGOON RESERVE,200503633,B-RE-1871-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.054504212,-27.309601249
1823,D0078,TENERIFFE PARK,200488527,B-RE-1834-N004,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.046394629,-27.4583038059999
1824,D0030,BULIMBA MEMORIAL PARK,200487174,B-RE-1793-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.058218313,-27.4514738669999
1825,D0118,MAJESTIC PARK,200487098,B-RE-1718-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.066936634,-27.508778149
1826,D0577,BENELONG PARK,200471861,B-RE-1615-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.040554712,-27.404963672
1827,D0249,MT COOT-THA RESERVE,100264418,B-RE-1901-N018,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,152.97001827,-27.4722495679999
1828,D0346,ORLEIGH PARK,100265434,B-RE-1908-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH BOWL,152.996839843,-27.487113843
1829,D0705,SANANANDA STREET PARK,100275056,B-RE-1536-N004,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & BOWL",152.943474943,-27.574321789
1830,D1868,THE PULLENVALE FOREST PARK,200483546,B-RE-0544-N001,BUBBLER/DRINKING FOUNTAIN,2 TAPS 1 BUBBLER,152.889558469,-27.5212416059999
1831,D0964,DEAD MAN'S GULLY PARK,200543944,B-RE-0036-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.030700601,-27.390345296
1832,D0227,MARCHANT PARK,200544929,B-RE-1761-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.030774631,-27.3757730089999
1833,D0210,BROULA PARK,200543918,B-RE-1777-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.020804763,-27.403604307
1834,D0244,BOWDEN PARK,200473704,B-RE-1988-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.049762412,-27.3741802599999
1835,D0865,KINDILAN PARK,200541984,B-RE-2383-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.94154318,-27.4146280169999
1836,D0151,OXFORD GROVE PARK,200541799,B-RE-1747-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.96165414,-27.3983149659999
1837,D1939,MT CROSBY SPORTSGROUND,200526307,B-RE-0151-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.796246085,-27.540119691
1838,D1234,HONEYSUCKLE WAY PARK,100276648,B-RE-2049-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.937303072,-27.6109599549999
1839,D1289,WALLAROO WAY PARK,100266636,B-RE-2091-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.978029719,-27.6099701439999
1840,D0233,MAGGS STREET PARK,100275143,B-RE-1999-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.039397132,-27.396612002
1841,D1195,BILLABONG PLACE PARK,200481236,B-RE-0026-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.031994124,-27.628967194
1842,D1412,LITTLE BAYSIDE PARK,200538049,B-RE-2339-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.186985695,-27.453630806
1843,D1032,SYMONS ROAD PARK,200554721,B-RE-2584-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.057216277,-27.595832349
1844,D0647,MT COOT-THA BOTANIC GARDEN,200548658,B-RE-1597-N032,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.971496518,-27.478536504
1845,D0647,MT COOT-THA BOTANIC GARDEN,200548640,B-RE-1597-N032,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.972030712,-27.47799621
1846,D0227,MARCHANT PARK,200545005,B-RE-1761-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.032885147,-27.3752309509999
1847,D0403,MOORBELL STREET PARK,200504398,B-RE-1522-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.051961972,-27.533580102
1848,D0087,BOWEN PARK,200504072,B-RE-1825-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.030251317,-27.4481918029999
1849,D0055,GARTH WEBB PARK,200472753,B-RE-1854-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.086023774,-27.488308235
1850,D1399,EDENBROOKE PARK,200488733,B-RE-2350-N002,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.953416563,-27.5488375799999
1851,D0305,SHERWOOD ARBORETUM,200506715,B-RE-2018-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.972776498,-27.5325320589999
1852,D1720,PALM STREET PARK,200510707,B-RE-0419-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.933159792,-27.5149872389999
1853,D0350,MUSGRAVE PARK,200553795,B-RE-1905-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.015399874,-27.478933637
1854,D2554,MCLEOD COURT PARK,200552174,B-RE-0330-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.995843695,-27.389239736
1855,D0661,TILLACK PARK,200485359,B-RE-1673-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.10165736,-27.5227187479999
1856,D0478,GREGORY PARK,200486796,B-RE-1376-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.99904959,-27.466211587
1857,D0161,DORRINGTON PARK,200472166,B-RE-1862-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.9856725,-27.439091441
1858,D1551,SVOBODA PARK,200482790,B-RE-0394-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.09757733,-27.605605198
1859,D0291,STANLEY PARK,200475903,B-RE-1944-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.066130962,-27.325147724
1860,D0817,BENSARA PLACE PARK,200544633,B-RE-2488-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.009334505,-27.3571921399999
1861,D0229,JOHN PATTERSON PARK,200543976,B-RE-2003-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.028241755,-27.38825714
1862,D0212,ALDREN STREET PARK,200543905,B-RE-1775-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.012107469,-27.3959827859999
1863,D1830,COVENTRY PLACE PARK,200481303,B-RE-0686-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.0538069,-27.6018708309999
1864,D0545,TOOHEY FOREST PARK,100266860,B-RE-1416-N015,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.042032399,-27.537084605
1865,D1338,LAKEWOOD AVENUE PARK,200479836,B-RE-2331-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.039205191,-27.6345847429999
1866,D0214,HUXTABLE PARK,200568209,B-RE-1773-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.01469408,-27.388241262
1867,D0192,WOOLCOCK PARK,200478329,B-RE-0020-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.99915855,-27.449003379
1868,D0346,ORLEIGH PARK,200482571,B-RE-1908-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.997999099,-27.489592068
1869,D0097,RAYMOND PARK,200524157,B-RE-1734-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.038265637,-27.4808738209999
1870,D1186,MARTINDALE STREET PARK,200566742,B-RE-2184-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.003150519,-27.3775688019999
1871,D0373,JOHN WALKER PLACE,200480829,B-RE-1469-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.01327631,-27.505702238
1872,D0473,RAINWORTH PARK,200519263,B-RE-1365-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.98292295,-27.467005206
1873,D0492,DOWNEY PARK,200558675,B-RE-1442-N013,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.022730298,-27.44189783
1874,D1252,TINCHI TAMBA WETLANDS RESERVE,100265538,B-RE-2317-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH BOWL,153.032729199,-27.299487179
1875,D0389,YERONGA MEMORIAL PARK,100265670,B-RE-1453-N022,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS WITH BOWL,153.022605541,-27.519221622
1876,D0956,BUNDABAH DRIVE PARK,100265812,B-RE-0029-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.03835885,-27.6168171419999
1877,D0559,D.M.HENDERSON PARK,200558818,B-RE-1632-N015,BUBBLER/DRINKING FOUNTAIN,BUBBLER & VANDAL PROOF TAP,153.108680877,-27.497030614
1878,D0851,RON WARD PARK,200508610,B-RE-2417-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.941961016,-27.431975182
1879,D0088,JAMES WARNER PARK,100291503,B-RE-1824-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.034246049,-27.466798011
1880,D2321,COMMAND STREET PARK,100311734,B-RE-2957-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH DOG BOWL,153.12710052,-27.5736900209999
1881,D1521,PHIL DENMAN PARK,200480606,B-RE-2259-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,152.929677867,-27.5516224319999
1882,D1676,PALLARA PARK,100291325,B-RE-0386-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.011543866,-27.6095067799999
1883,D0373,JOHN WALKER PLACE,200484960,B-RE-1469-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.012117659,-27.505747546
1884,D1676,PALLARA PARK,200559827,B-RE-0386-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.012297818,-27.609224357
1885,D1521,PHIL DENMAN PARK,100115875,B-RE-2259-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,152.930314687,-27.551769586
1886,D0505,WINDSOR PARK,200485867,B-RE-1517-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.038297315,-27.432035678
1887,D0464,ALBERT BISHOP PARK,200472353,B-RE-1386-N010,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.071354091,-27.4049818559999
1888,D3117,KATHLEEN STREET PARK,100302138,B-RE-1120-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.956721562,-27.5946049469999
1889,D1864,LORIKEET PARK,200488243,B-RE-0547-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.934746668,-27.549565902
1890,D2262,WINDSOR SPORTS AND COMMUNITY PARK,100312649,B-RE-2882-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.028758292,-27.44206407
1891,D0230,BRADBURY PARK,100104984,B-RE-2002-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.027197762,-27.3990179149999
1892,D0230,BRADBURY PARK,100312404,B-RE-2002-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.027491134,-27.3987951199999
1893,D0498,LANHAM PARK,200478522,B-RE-0017-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.018667731,-27.4242114639999
1894,D1946,CATALINA PARK,100082854,B-RE-0146-N001,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & 2 TAPS,153.050576235,-27.4590700219999
1895,D2005,DAINTREE DRIVE PARK (NO.65),200484093,B-RE-0170-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.030738386,-27.641269751
1896,D2996,GREY GUMS PARK,200557390,B-RE-0218-N004,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,153.013512435,-27.451599105
