OBJECTID,PARK_NUMBER,PARK_NAME,SAP_EQUIPMENT,SAP_FUNCTIONAL_LOCATION,ITEM_TYPE,ITEM_DESCRIPTION,X,Y
1570,D0701,BRIDGE STREET PARK,200480316,B-RE-1540-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.000844449,-27.4468255419999
1571,D0214,HUXTABLE PARK,200568344,B-RE-1773-N009,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.017985804,-27.386991823
1572,D1230,BOYD TERRACE PARK,200481239,B-RE-2051-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.914564007,-27.5047488769999
1573,D0984,RON GOELDNER PARK,200566837,B-RE-2638-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.999731157,-27.5137141069999
1574,D0647,MT COOT-THA BOTANIC GARDEN,200487749,B-RE-1597-N023,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.977922273,-27.4759339829999
1575,D0908,REMBRANDT STREET PARK,200482557,B-RE-2390-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER &TAP,153.094465809,-27.477721732
1576,D1242,MING-SHAN PARK,200500404,B-RE-2077-N001,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.056793678,-27.631040098
1577,D1886,KOOKABURRA PARK - WEST,200482958,B-RE-0610-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.837209201,-27.543735619
1578,D0238,BOONDALL PARK,200481416,B-RE-1994-N004,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.056459414,-27.338156559
1579,D1358,MULLEY PARK,200525397,B-RE-2229-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.933462334,-27.6108160979999
1580,D0095,NEW FARM PARK,200481353,B-RE-1736-N022,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.049908682,-27.4688364789999
1581,D0647,MT COOT-THA BOTANIC GARDEN,100123855,B-RE-1597-N017,BUBBLER/DRINKING FOUNTAIN,WHEELCHAIR ACCESSIBLE DRINKING FOUNTAIN,152.979273589,-27.4766447979999
1582,D0083,VICTORIA PARK,200481348,B-RE-1829-N003,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.025507744,-27.454423882
1583,D0231,BURNIE BRAE PARK,200547719,B-RE-2001-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.035696332,-27.3894384619999
1584,D1207,LEXUS STREET PARK,200474753,B-RE-2127-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.074798788,-27.600507482
1585,D0016,RILATT PARK,200543774,B-RE-1806-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.047982868,-27.3921574029999
1586,D1248,EDWARDS PARK,200474936,B-RE-2071-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.105753454,-27.5266386059999
1587,D0151,OXFORD GROVE PARK,200541829,B-RE-1747-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.961339686,-27.398657396
1588,D0095,NEW FARM PARK,200540507,B-RE-1736-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.051809279,-27.468417874
1589,D0865,KINDILAN PARK,200541969,B-RE-2383-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.943354361,-27.415624177
1590,D0151,OXFORD GROVE PARK,200541950,B-RE-1747-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.961576501,-27.398587597
1591,D0150,UPPER KEDRON RECREATION RESERVE,200526972,B-RE-1748-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.923332895,-27.410221438
1592,D0647,MT COOT-THA BOTANIC GARDEN,200536793,B-RE-1597-N028,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.976264756,-27.475095091
1593,D0063,PATTISON PARK,200475127,B-RE-1847-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP (ANTIVANDAL),153.066579366,-27.480166703
1594,D0483,WESTBROOK PARK,200551644,B-RE-1381-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.977089557,-27.4867603389999
1595,D2035,JUBILEE AVENUE PARK,200486671,B-RE-0062-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.946305652,-27.6270926629999
1596,D1109,CHERMSIDE HILLS RESERVE,200477172,B-RE-2651-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.000445741,-27.3801812199999
1597,D0249,MT COOT-THA RESERVE,200536593,B-RE-1901-N035,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.960253092,-27.4811685409999
1598,D0660,CANTERBURY PARK,200502853,B-RE-1674-N005,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.008359726,-27.3048153089999
1599,D0249,MT COOT-THA RESERVE,200542986,B-RE-1901-N032,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.964052004,-27.4748412759999
1600,D0911,ANNA SMITH OBE QUOTA PARK,200485136,B-RE-2387-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.107387343,-27.50624662
1601,D0095,NEW FARM PARK,200540799,B-RE-1736-N022,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.053023619,-27.4700039439999
1602,D0647,MT COOT-THA BOTANIC GARDEN,200541442,B-RE-1597-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.973576019,-27.4763165059999
1603,D0075,CAPTAIN BURKE PARK,200524179,B-RE-1837-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.034573331,-27.4654099279999
1604,D0594,PORTER'S PADDOCK PARK,200557905,B-RE-1408-N014,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.113284788,-27.482551654
1605,D0228,7TH BRIGADE PARK,200500315,B-RE-2004-N014,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.042838299,-27.3827477639999
1606,D0092,KING EDWARD PARK,200501249,B-RE-1821-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & ANTI-VANDAL TAP NEAR JACOBS LA,153.024380491,-27.465867545
1607,D2138,WHITMORE STREET PARK,200508413,B-RE-0287-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.987397147,-27.4910754479999
1608,D1634,IVORY STREET PARK (ROAD RESERVE),100292335,B-RE-0655-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.035499751,-27.4600500029999
1609,D0540,VETERANS PARK,200474005,B-RE-1419-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.01686989,-27.5399616129999
1610,D1353,BEAUDESERT ROAD PARK,200533470,B-RE-2234-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,153.045512749,-27.6250018219999
1611,D0443,DOWNFALL CREEK RESERVE,100117736,B-RE-1402-N006,BUBBLER/DRINKING FOUNTAIN,TAP & BUBBLER SYSTEM,153.059573946,-27.383192671
1612,D0095,NEW FARM PARK,100267501,B-RE-1736-N017,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.051893162,-27.471022569
1613,D0506,WINDSOR MEMORIAL PARK,200473623,B-RE-1498-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.032276278,-27.430233541
1614,D0706,DASH STREET PARK,100092211,B-RE-1657-N004,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,152.955615932,-27.409176589
1615,D0464,ALBERT BISHOP PARK,100089166,B-RE-1386-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.071192122,-27.4058960839999
1616,D1784,ADMIRALTY TOWERS 11 PARK,200482029,B-RE-0556-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.031713087,-27.464318862
1617,D0099,KING GEORGE SQUARE,200482031,B-RE-1733-N004,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.024036386,-27.46812965
1618,D1323,MACTIER STREET PARK,100093794,B-RE-2108-N004,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.965064592,-27.539399916
1619,D0192,WOOLCOCK PARK,200480303,B-RE-0020-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER - DISABLED ACCESS,152.999182579,-27.4494154239999
1620,D0680,KANGAROO POINT CLIFFS PARK,200478877,B-RE-1557-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH BOWL,153.033645683,-27.479850714
1621,D0792,POST OFFICE SQUARE,200482032,B-RE-2477-N001,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.027574233,-27.467372804
1622,D0329,MONIER ROAD PARK (NOS.44-84),100286424,B-RE-1928-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.958663674,-27.5569248739999
1623,D0329,MONIER ROAD PARK (NOS.44-84),100286458,B-RE-1928-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.959002341,-27.5571876769999
1624,D0096,CITY BOTANIC GARDENS,100286602,B-RE-1735-N029,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.030740981,-27.4732544729999
1625,D3757,KEN VANSTONE PARK,100287045,B-RE-1150-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.120857773,-27.575512117
1626,D1845,ROCKS RIVERSIDE PARK,200527770,B-RE-0673-N016,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,152.962593201,-27.543028568
1627,D1752,PINNIBAR STREET PARK,200528012,B-RE-0664-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.128586036,-27.457478834
1628,D1323,MACTIER STREET PARK,200480855,B-RE-2108-N004,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.965290058,-27.539313576
1629,D0323,OXLEY PLACE PARK,200475078,B-RE-1933-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.979876537,-27.564672602
1630,D0555,LILLIAN AVENUE PARK,200475820,B-RE-1636-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP (ANTIVANDAL),153.038126804,-27.555735066
1631,D1177,KERYN PLACE PARK,200542404,B-RE-2192-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.945681694,-27.420874129
1632,D0284,SANDGATE SECOND LAGOON RESERVE,200503517,B-RE-1869-N016,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.063389073,-27.319161368
1633,D0498,LANHAM PARK,200500170,B-RE-0017-N005,BUBBLER/DRINKING FOUNTAIN,UNIQUE DRINKING FOUNTAIN,153.018381173,-27.424236316
1634,D0096,CITY BOTANIC GARDENS,200534423,B-RE-1735-N017,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.030041121,-27.4731302349999
1635,D1845,ROCKS RIVERSIDE PARK,200483334,B-RE-0673-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,152.96051525,-27.5422908899999
1636,D1031,KANGAROO GULLY ROAD PARK,100300883,B-RE-2360-N004,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,152.877473208,-27.562222774
1637,D2275,FARMERS STREET PARK,100286839,B-RE-2902-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.112643549,-27.5769587139999
1638,D2020,PIONEER DRIVE PARK,100287157,B-RE-2700-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.098101402,-27.61085801
1639,D0227,MARCHANT PARK,200487089,B-RE-1761-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.025305965,-27.373330153
1640,D0227,MARCHANT PARK,200487092,B-RE-1761-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.027873321,-27.3733784959999
1641,D0110,ERIC SIVELL PARK,100292126,B-RE-1725-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.073431286,-27.5040450289999
1642,D0742,SUMMERGLEN PARK,200554610,B-RE-1572-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.089403159,-27.5896371769999
1643,D0597,PRESTON ROAD PARK,200548826,B-RE-1530-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.116723667,-27.493028726
1644,D0523,MORETON BAY LIONS PARK,200559578,B-RE-1433-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.169717431,-27.451705643
1645,D1360,JULIE ROAD PARK,200525414,B-RE-2227-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.935282265,-27.6140555599999
1646,D0840,JAGERA PARK,200474147,B-RE-2427-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.087505411,-27.5928814019999
1647,D0206,BOLES STREET PARK,200528716,B-RE-1715-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.002874387,-27.406180585
1648,D0276,SANDGATE FORESHORES PARK,100264760,B-RE-1875-N018,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.086982537,-27.329479464
1649,D1177,KERYN PLACE PARK,200475480,B-RE-2192-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.945905275,-27.420756997
1650,D1360,JULIE ROAD PARK,200482248,B-RE-2227-N003,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.935294123,-27.6140255999999
1651,D0632,PRIESTDALE ROAD PARK (NO.2596),200488003,B-RE-1612-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.09951699,-27.5836874949999
1652,D0178,BOWMAN PARK,200486674,B-RE-1970-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.976404024,-27.4577422629999
1653,D0374,LEYSHON PARK,200555006,B-RE-1468-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.016529543,-27.5090363109999
1654,D0796,YUCCA COURT PARK,100291171,B-RE-2473-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.074858088,-27.584612464
1655,D0093,CATHEDRAL SQUARE,200505532,B-RE-1779-N004,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.029552122,-27.4633158149999
1656,D0095,NEW FARM PARK,200500782,B-RE-1736-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.050281817,-27.468073364
1657,D1075,GUS DAVIES PARK,200560731,B-RE-2555-N004,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL - SMALL DOGS",153.019725186,-27.3071423129999
1658,D1220,HOMESTEAD PARK,200525566,B-RE-2117-N002,BUBBLER/DRINKING FOUNTAIN,2 TAPS 1 FOUNTAIN,152.957289619,-27.6073126649999
1659,D0438,NUDGEE BEACH RESERVE,200522978,B-RE-1447-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.103825617,-27.345275725
1660,D0242,JOSEPH LEE PARK,100273550,B-RE-1990-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.048294613,-27.352877925
1661,D0643,CURLEW PARK,200516518,B-RE-1601-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.073644178,-27.324171018
1662,D2616,DOULTON STREET PARK,100265776,B-RE-0238-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH BOWL,153.048394064,-27.637264849
1663,D1203,DELAPINE PLACE PARK,200474726,B-RE-2131-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & DOG BOWL,152.960085122,-27.547092697
1664,D1059,WILHELMINE KRUGER PARK,100273509,B-RE-2594-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.085614825,-27.3752364269999
1665,D0607,NATHAN ROAD PARK,200480500,B-RE-0018-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH BOWL,153.070112185,-27.587231512
1666,D0607,NATHAN ROAD PARK,100265831,B-RE-0018-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH BOWL,153.07010145,-27.587212409
1667,D0246,SHAW PARK,100252231,B-RE-1945-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.047455267,-27.4059122099999
1668,D0454,OXENHAM PARK,100252233,B-RE-1393-N006,BUBBLER/DRINKING FOUNTAIN,TAP & BUBBLER SYSTEM,153.06262786,-27.400467885
1669,D2040,NEWCOMB PARK,100252294,B-RE-0047-N008,BUBBLER/DRINKING FOUNTAIN,TAP & BUBBLER,152.899780791,-27.562537241
1670,D0249,MT COOT-THA RESERVE,100107364,B-RE-1901-N023,BUBBLER/DRINKING FOUNTAIN,DISABLED DRINKING FOUNTAIN TAP DOG BOWL,152.971214997,-27.472196442
1671,D0249,MT COOT-THA RESERVE,100109890,B-RE-1901-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & DOG BOWL,152.963008657,-27.465680135
1672,D1187,WALLAROO WAY COMMUNITY PARK,200486101,B-RE-2183-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.982925052,-27.606795279
1673,D0197,BANCROFT PARK,200487270,B-RE-1954-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.00575468,-27.4440984349999
1674,D0499,GRANGE FOREST PARK,200568762,B-RE-1436-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.012654823,-27.4198758969999
1675,D0675,DIOSMA STREET PARK,200525186,B-RE-1562-N002,BUBBLER/DRINKING FOUNTAIN,2 TAPS 1 FOUNTAIN,152.882237353,-27.55933357
1676,D0867,OLIVIA DRIVE PARK,200477905,B-RE-2382-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.094533622,-27.514230723
1677,D0501,HALFORD PARK,200568032,B-RE-1521-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.009227284,-27.4194911079999
1678,D1148,ALLARA PLACE PARK,200477346,B-RE-2161-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.096551373,-27.5830441419999
1679,D0317,NIXON PARK,200472688,B-RE-2008-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAPS,152.97885033,-27.551890321
1680,D3013,PATONGA STREET PARK,200554069,B-RE-0367-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.084901591,-27.3781621269999
1681,D0467,ANZAC PARK,200558344,B-RE-1373-N005,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.977055635,-27.4802863859999
1682,D1303,AMARINA AVENUE PARK (ROAD RESERVE),200471737,B-RE-2034-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.987387784,-27.4436585879999
1683,D0463,KALINGA PARK,200488220,B-RE-1387-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.05168535,-27.4059313939999
1684,D0647,MT COOT-THA BOTANIC GARDEN,200487801,B-RE-1597-N023,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.978175435,-27.47629218
1685,D0576,YUGARAPUL PARK,200487380,B-RE-1616-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.075413009,-27.5756839499999
1686,D0273,BROOKFIELD RECREATION RESERVE,200504470,B-RE-1878-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.91148174,-27.4924635899999
1687,D0672,WILLIAMS PARK,200528956,B-RE-1565-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.070972627,-27.6027622249999
1688,D0095,NEW FARM PARK,200540621,B-RE-1736-N022,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.050611932,-27.469793448
1689,D0865,KINDILAN PARK,200541971,B-RE-2383-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.942503706,-27.415513618
1690,D0810,HOLLYMAN PARK,200527492,B-RE-2492-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.072513645,-27.5888729339999
1691,D0305,SHERWOOD ARBORETUM,200506922,B-RE-2018-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.972581646,-27.530660134
1692,D0408,GUYATT PARK,200508296,B-RE-1936-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.001351122,-27.49329897
1693,D0083,VICTORIA PARK,200479046,B-RE-1829-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.027789266,-27.4530525499999
1694,D0481,OAKMAN PARK,200508453,B-RE-1379-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.985070906,-27.4883213329999
1695,D1309,CLARRIE BECKINGHAM RESERVE,200509052,B-RE-2039-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.986008252,-27.3688770059999
1696,D1936,SEABROOK CIRCUIT PARK,200538984,B-RE-0154-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.91458916,-27.550467248
1697,D0466,NORMAN BUCHAN PARK,200486807,B-RE-1374-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.989199672,-27.466194383
1698,D0420,SIR JOHN CHANDLER PARK,100273554,B-RE-1511-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.008718731,-27.5182495769999
1699,D0420,SIR JOHN CHANDLER PARK,100273553,B-RE-1511-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.008397206,-27.5179133949999
1700,D0249,MT COOT-THA RESERVE,200542832,B-RE-1901-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & DOG BOWL,152.964226979,-27.466117154
1701,D0249,MT COOT-THA RESERVE,200542831,B-RE-1901-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & DOG BOWL,152.965026142,-27.466126182
1702,D0256,RAINBOW FOREST PARK,200525040,B-RE-1894-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.958911202,-27.515978101
1703,D0276,SANDGATE FORESHORES PARK,200500836,B-RE-1875-N024,BUBBLER/DRINKING FOUNTAIN,FLIPPER FOUNTAIN WITH BASIN & TAP,153.080625743,-27.322149146
1704,D0411,ST LUCIA PLAYGROUND PARK,200478071,B-RE-1915-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.999146157,-27.497909122
1705,D0096,CITY BOTANIC GARDENS,200484308,B-RE-1735-N024,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,153.031252427,-27.477958912
1706,D0725,WISHART COMMUNITY PARK,200488014,B-RE-1588-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.103321269,-27.560482575
1707,D1089,ARBOR STREET PARK,200486680,B-RE-2542-N005,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.939078343,-27.4050059969999
1708,D0191,GILBERT PARK,200481401,B-RE-1958-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.997355558,-27.4490974089999
1709,D1939,MT CROSBY SPORTSGROUND,200489301,B-RE-0151-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.796176723,-27.539262489
1710,D0680,KANGAROO POINT CLIFFS PARK,200524333,B-RE-1557-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.03349805,-27.479416968
1711,D0862,BRIDGNORTH STREET PARK (NO.71),200477853,B-RE-2497-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.111113701,-27.5065448949999
1712,D0661,TILLACK PARK,200570194,B-RE-1673-N001,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.102203883,-27.522528079
1713,D1185,LYNELLE STREET PARK (LOT 300),200477429,B-RE-2185-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.05073558,-27.60227229
1714,D0647,MT COOT-THA BOTANIC GARDEN,200537570,B-RE-1597-N014,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.974113872,-27.477629249
1715,D1750,BORAGE PLACE PARK,200532827,B-RE-0665-N002,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,153.050326911,-27.6288359329999
1716,D0150,UPPER KEDRON RECREATION RESERVE,200526974,B-RE-1748-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.923501296,-27.409879256
1717,D1566,FOREST LAKE SPORTS FIELDS,200526401,B-RE-0463-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.971727074,-27.619182066
1718,D1833,SPRING CREEK RESERVE,200514720,B-RE-0683-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.117245843,-27.5165069769999
1719,D0249,MT COOT-THA RESERVE,200488603,B-RE-1901-N040,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.967995231,-27.46661395
1720,D0249,MT COOT-THA RESERVE,200542927,B-RE-1901-N008,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,152.958408968,-27.4664963119999
1721,D0249,MT COOT-THA RESERVE,200542865,B-RE-1901-N008,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN TAP & DOG BOWL,152.958056002,-27.467348331
1722,D1930,EVERGREEN PLACE PARK,100262449,B-RE-0159-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH BOWL,153.093388789,-27.46507187
1723,D0392,THOMPSON ESTATE RESERVE,200524267,B-RE-1450-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.043305878,-27.505419989
1724,D0097,RAYMOND PARK,200524138,B-RE-1734-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.039500878,-27.481310702
1725,D2190,BRUSH BOX PLACE PARK,200535111,B-RE-0357-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.993871353,-27.632182359
1726,D0379,HYDE ROAD PARK,200554742,B-RE-1463-N005,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.015314068,-27.512095427
1727,D0723,CARINDALE RECREATION RESERVE,200515332,B-RE-1590-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.109825893,-27.497287214
1728,D0297,GORDON THOMSON PARK,200475938,B-RE-2025-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.975878226,-27.510363153
1729,D0015,KEATING PARK,200472602,B-RE-1807-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.975325348,-27.4998875379999
1730,D1582,BILL MCFARLANE PARK,200500155,B-RE-0453-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.149143878,-27.4780554939999
1731,D0502,FLYNN OVAL PARK,200517749,B-RE-1520-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.033954438,-27.4396066859999
1732,D1763,COLMSLIE BEACH RESERVE,200479091,B-RE-0572-N003,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.090226952,-27.4502830439999
